	sentence1	sentence2	label	heuristics	example1	example2	split
249	If the girl had slit the envelope anxiously, the singer could have upset the boat.	 The girl slit the envelope.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
250	If the athlete had shut the door quickly, the worker would have burst into the room.	 The athlete shut the door.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
251	If the woman had bet $100 on the race happily, the kid could have set the dish on the table.	 The woman bet $100 on the race.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
252	If the girl had let the blinds down happily, the teacher would have put the book on the shelf.	 The girl let the blinds down.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
253	If the teacher had put the book on the shelf easily, the athlete could have let the blinds down.	 The teacher put the book on the shelf.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
254	If the manager had burst into the room happily, the assistant could have hit the ball with the bat.	 The manager burst into the room.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
255	If the stranger had spread the rumor quietly, the man could have thrust the fork into the cake.	 The stranger spread the rumor.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
256	If the child had hit the ball with the bat sadly, the professor would have slit the envelope.	 The child hit the ball with the bat.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
257	If the doctor had spread the rumor angrily, the teacher would have put the book on the shelf.	 The doctor spread the rumor.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
258	If the professor had hurt others quickly, the director would have let the blinds down.	 The professor hurt others.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
259	If the teacher had shed tears quickly, the doctor could have shut the door.	 The teacher shed tears.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
260	If the doctor had let the blinds down slowly, the child could have set the dish on the table.	 The doctor let the blinds down.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
261	If the dancer had let the blinds down sadly, the woman could have hit the ball with the bat.	 The dancer let the blinds down.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	test
262	If the kid had upset the boat anxiously, the teacher would have hit the ball with the bat.	 The kid upset the boat.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
263	If the child had read the letter slowly, the teacher could have shut the door.	 The child read the letter.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
264	If the boy had shut the door quickly, the man would have hurt others.	 The boy shut the door.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
265	If the teacher had set the dish on the table easily, the assistant could have read the letter.	 The teacher set the dish on the table.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
266	If the girl had set the dish on the table anxiously, the singer would have put the book on the shelf.	 The girl set the dish on the table.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
267	If the teacher had let the blinds down slowly, the singer could have cast bronze into a statue.	 The teacher let the blinds down.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
268	If the doctor had bet $100 on the race easily, the professor would have cast bronze into a statue.	 The doctor bet $100 on the race.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
269	If the manager had let the blinds down easily, the athlete could have read the letter.	 The manager let the blinds down.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
270	If the athlete had split the log calmly, the singer would have bet $100 on the race.	 The athlete split the log.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
271	If the boy had put the book on the shelf sadly, the girl could have hurt others.	 The boy put the book on the shelf.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
272	If the singer had burst into the room slowly, the manager could have read the letter.	 The singer burst into the room.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
273	If the girl had shed tears happily, the singer would have hurt others.	 The girl shed tears.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
274	If the dancer had split the log quietly, the professor would have let the blinds down.	 The dancer split the log.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
275	If the professor had put the book on the shelf anxiously, the athlete would have slit the envelope.	 The professor put the book on the shelf.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
276	If the woman had hurt others sadly, the professor could have burst into the room.	 The woman hurt others.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
277	If the teacher had spread the rumor easily, the director would have shut the door.	 The teacher spread the rumor.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
278	If the stranger had spread the rumor angrily, the athlete could have split the log.	 The stranger spread the rumor.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
279	If the man had hurt others slowly, the professor could have hit the ball with the bat.	 The man hurt others.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
280	If the teacher had burst into the room sadly, the man could have shut the door.	 The teacher burst into the room.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
281	If the student had split the log sadly, the doctor would have hurt others.	 The student split the log.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
282	If the boy had set the dish on the table quickly, the worker could have put the book on the shelf.	 The boy set the dish on the table.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
283	If the dancer had hit the ball with the bat quickly, the worker would have set the dish on the table.	 The dancer hit the ball with the bat.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
284	If the singer had bet $100 on the race quickly, the professor could have hit the ball with the bat.	 The singer bet $100 on the race.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
285	If the man had thrust the fork into the cake angrily, the professor would have hurt others.	 The man thrust the fork into the cake.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
286	If the dancer had let the blinds down quickly, the man would have burst into the room.	 The dancer let the blinds down.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
287	If the assistant had thrust the fork into the cake sadly, the woman would have upset the boat.	 The assistant thrust the fork into the cake.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
288	If the teacher had burst into the room anxiously, the manager could have put the book on the shelf.	 The teacher burst into the room.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
289	If the boy had burst into the room anxiously, the teacher would have cast bronze into a statue.	 The boy burst into the room.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
290	If the student had shut the door anxiously, the teacher could have read the letter.	 The student shut the door.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
291	If the manager had shut the door angrily, the woman could have slit the envelope.	 The manager shut the door.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
292	If the man had let the blinds down calmly, the dancer could have shut the door.	 The man let the blinds down.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
293	If the worker had thrust the fork into the cake quickly, the director would have upset the boat.	 The worker thrust the fork into the cake.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
294	If the teacher had set the dish on the table slowly, the kid would have hit the ball with the bat.	 The teacher set the dish on the table.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
295	If the girl had set the dish on the table easily, the student would have burst into the room.	 The girl set the dish on the table.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
296	If the singer had shed tears anxiously, the man would have burst into the room.	 The singer shed tears.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
297	If the child had hit the ball with the bat quickly, the worker could have upset the boat.	 The child hit the ball with the bat.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
298	If the assistant had put the book on the shelf quietly, the doctor could have hit the ball with the bat.	 The assistant put the book on the shelf.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
299	If the boy had shed tears anxiously, the dancer would have upset the boat.	 The boy shed tears.	entailment	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor cut the tree.	train
300	If the dancer had cast bronze into a statue quickly, the stranger could have hurt others.	 The dancer did not cast bronze into a statue.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
301	If the woman had slit the envelope easily, the director would have upset the boat.	 The woman did not slit the envelope.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
302	If the girl had hurt others slowly, the woman could have hit the ball with the bat.	 The girl did not hurt others.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
303	If the dancer had read the letter calmly, the doctor would have cast bronze into a statue.	 The dancer did not read the letter.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
304	If the professor had shed tears angrily, the athlete could have split the log.	 The professor did not shed tears.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
305	If the singer had hurt others anxiously, the manager would have shed tears.	 The singer did not hurt others.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
306	If the student had upset the boat sadly, the professor would have read the letter.	 The student did not upset the boat.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
307	If the worker had hurt others quickly, the singer could have spread the rumor.	 The worker did not hurt others.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
308	If the child had put the book on the shelf sadly, the director could have bet $100 on the race.	 The child did not put the book on the shelf.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
309	If the athlete had put the book on the shelf sadly, the boy could have read the letter.	 The athlete did not put the book on the shelf.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
310	If the manager had shut the door happily, the athlete would have spread the rumor.	 The manager did not shut the door.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
311	If the student had put the book on the shelf slowly, the kid could have split the log.	 The student did not put the book on the shelf.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
312	If the student had bet $100 on the race quietly, the man could have let the blinds down.	 The student did not bet $100 on the race.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
313	If the singer had burst into the room quietly, the assistant could have spread the rumor.	 The singer did not burst into the room.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
314	If the man had let the blinds down anxiously, the dancer could have slit the envelope.	 The man did not let the blinds down.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
315	If the kid had hurt others anxiously, the girl would have slit the envelope.	 The kid did not hurt others.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
316	If the girl had let the blinds down easily, the child would have cast bronze into a statue.	 The girl did not let the blinds down.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
317	If the athlete had read the letter easily, the singer would have shed tears.	 The athlete did not read the letter.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
318	If the boy had put the book on the shelf happily, the child could have let the blinds down.	 The boy did not put the book on the shelf.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
319	If the singer had shed tears quickly, the kid would have let the blinds down.	 The singer did not shed tears.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
320	If the child had cast bronze into a statue quietly, the doctor could have shed tears.	 The child did not cast bronze into a statue.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
321	If the woman had hurt others slowly, the doctor would have let the blinds down.	 The woman did not hurt others.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
322	If the worker had spread the rumor anxiously, the kid could have shut the door.	 The worker did not spread the rumor.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
323	If the professor had spread the rumor sadly, the kid would have shut the door.	 The professor did not spread the rumor.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
324	If the stranger had shed tears easily, the doctor could have spread the rumor.	 The stranger did not shed tears.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
325	If the stranger had read the letter happily, the kid could have shut the door.	 The stranger did not read the letter.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
326	If the kid had slit the envelope calmly, the athlete would have hit the ball with the bat.	 The kid did not slit the envelope.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
327	If the doctor had hit the ball with the bat slowly, the kid could have set the dish on the table.	 The doctor did not hit the ball with the bat.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
328	If the worker had shed tears sadly, the kid could have hurt others.	 The worker did not shed tears.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
329	If the manager had thrust the fork into the cake anxiously, the teacher would have bet $100 on the race.	 The manager did not thrust the fork into the cake.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
330	If the doctor had set the dish on the table slowly, the director would have put the book on the shelf.	 The doctor did not set the dish on the table.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
331	If the athlete had spread the rumor slowly, the man would have shut the door.	 The athlete did not spread the rumor.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
332	If the professor had spread the rumor quietly, the boy could have shut the door.	 The professor did not spread the rumor.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
333	If the professor had shed tears quickly, the man could have bet $100 on the race.	 The professor did not shed tears.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
334	If the woman had spread the rumor happily, the manager would have set the dish on the table.	 The woman did not spread the rumor.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
335	If the athlete had shed tears sadly, the doctor would have hit the ball with the bat.	 The athlete did not shed tears.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
336	If the manager had let the blinds down slowly, the singer would have upset the boat.	 The manager did not let the blinds down.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
337	If the kid had shed tears anxiously, the director could have upset the boat.	 The kid did not shed tears.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
338	If the stranger had bet $100 on the race quickly, the man could have put the book on the shelf.	 The stranger did not bet $100 on the race.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
339	If the doctor had shed tears slowly, the man could have read the letter.	 The doctor did not shed tears.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
340	If the child had set the dish on the table slowly, the man would have slit the envelope.	 The child did not set the dish on the table.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
341	If the athlete had burst into the room easily, the assistant could have spread the rumor.	 The athlete did not burst into the room.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
342	If the assistant had hit the ball with the bat anxiously, the worker would have shut the door.	 The assistant did not hit the ball with the bat.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
343	If the director had let the blinds down anxiously, the student would have read the letter.	 The director did not let the blinds down.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
344	If the child had hit the ball with the bat quietly, the athlete could have let the blinds down.	 The child did not hit the ball with the bat.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
345	If the student had read the letter happily, the manager would have upset the boat.	 The student did not read the letter.	contradiction	 -	 If the doctor had cut the tree slowly comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
