	sentence1	sentence2	label	heuristics	example1	example2	split
25	If the woman had slit the envelope again, the child could have read the letter.	 The woman had slit the envelope before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
26	If the worker had thrust the fork into the cake again, the man could have set the dish on the table.	 The worker had thrust the fork into the cake before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
27	If the manager had upset the boat again, the kid could have put the book on the shelf.	 The manager had upset the boat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
28	If the girl had bet $100 on the race again, the stranger could have shut the door.	 The girl had bet $100 on the race before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
29	If the man had put the book on the shelf again, the director could have upset the boat.	 The man had put the book on the shelf before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
30	If the assistant had slit the envelope again, the teacher would have hurt others.	 The assistant had slit the envelope before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
31	If the girl had split the log again, the athlete could have hit the ball with the bat.	 The girl had split the log before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
32	If the teacher had shed tears again, the student could have read the letter.	 The teacher had shed tears before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
33	If the man had upset the boat again, the boy would have split the log.	 The man had upset the boat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	test
34	If the boy had hit the ball with the bat again, the director would have spread the rumor.	 The boy had hit the ball with the bat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
35	If the man had spread the rumor again, the manager would have thrust the fork into the cake.	 The man had spread the rumor before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
36	If the athlete had thrust the fork into the cake again, the manager would have shed tears.	 The athlete had thrust the fork into the cake before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
37	If the stranger had burst into the room again, the teacher could have shed tears.	 The stranger had burst into the room before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
38	If the child had shut the door again, the boy would have hit the ball with the bat.	 The child had shut the door before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
39	If the man had bet $100 on the race again, the stranger could have spread the rumor.	 The man had bet $100 on the race before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
40	If the singer had read the letter again, the child could have shut the door.	 The singer had read the letter before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
41	If the manager had split the log again, the student could have spread the rumor.	 The manager had split the log before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
42	If the athlete had shut the door again, the teacher could have shed tears.	 The athlete had shut the door before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
43	If the man had upset the boat again, the teacher would have spread the rumor.	 The man had upset the boat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
44	If the singer had slit the envelope again, the stranger would have thrust the fork into the cake.	 The singer had slit the envelope before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
45	If the manager had upset the boat again, the athlete would have cast bronze into a statue.	 The manager had upset the boat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
46	If the worker had shut the door again, the boy could have split the log.	 The worker had shut the door before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
47	If the manager had put the book on the shelf again, the professor could have thrust the fork into the cake.	 The manager had put the book on the shelf before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
48	If the director had hurt others again, the kid could have shut the door.	 The director had hurt others before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
49	If the singer had upset the boat again, the teacher could have bet $100 on the race.	 The singer had upset the boat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
50	If the director had hit the ball with the bat again, the manager could have bet $100 on the race.	 The director had hit the ball with the bat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
51	If the kid had upset the boat again, the doctor could have let the blinds down.	 The kid had upset the boat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
52	If the worker had hit the ball with the bat again, the dancer could have read the letter.	 The worker had hit the ball with the bat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
53	If the girl had let the blinds down again, the woman would have split the log.	 The girl had let the blinds down before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
54	If the woman had spread the rumor again, the athlete could have burst into the room.	 The woman had spread the rumor before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
55	If the director had upset the boat again, the man would have burst into the room.	 The director had upset the boat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
56	If the woman had slit the envelope again, the dancer would have upset the boat.	 The woman had slit the envelope before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
57	If the singer had slit the envelope again, the man would have thrust the fork into the cake.	 The singer had slit the envelope before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
58	If the doctor had hit the ball with the bat again, the stranger would have shut the door.	 The doctor had hit the ball with the bat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
59	If the athlete had split the log again, the student would have read the letter.	 The athlete had split the log before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
60	If the singer had slit the envelope again, the man could have shed tears.	 The singer had slit the envelope before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
61	If the manager had hurt others again, the director would have thrust the fork into the cake.	 The manager had hurt others before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
62	If the manager had cast bronze into a statue again, the singer would have split the log.	 The manager had cast bronze into a statue before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
63	If the girl had hit the ball with the bat again, the assistant would have burst into the room.	 The girl had hit the ball with the bat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	test
64	If the stranger had slit the envelope again, the child would have set the dish on the table.	 The stranger had slit the envelope before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
65	If the worker had hit the ball with the bat again, the athlete could have bet $100 on the race.	 The worker had hit the ball with the bat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
66	If the kid had slit the envelope again, the child could have spread the rumor.	 The kid had slit the envelope before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
67	If the worker had upset the boat again, the director could have hit the ball with the bat.	 The worker had upset the boat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
68	If the dancer had hurt others again, the man could have shed tears.	 The dancer had hurt others before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
69	If the teacher had shed tears again, the singer could have put the book on the shelf.	 The teacher had shed tears before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	test
70	If the kid had bet $100 on the race again, the girl would have burst into the room.	 The kid had bet $100 on the race before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
71	If the athlete had read the letter again, the singer could have let the blinds down.	 The athlete had read the letter before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
72	If the assistant had shed tears again, the child could have spread the rumor.	 The assistant had shed tears before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
73	If the girl had hurt others again, the dancer would have upset the boat.	 The girl had hurt others before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
74	If the boy had upset the boat again, the director would have bet $100 on the race.	 The boy had upset the boat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
75	If the kid had put the book on the shelf again, the director would have slit the envelope.	 The kid had put the book on the shelf before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
76	If the singer had set the dish on the table again, the assistant would have shed tears.	 The singer had set the dish on the table before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
77	If the girl had spread the rumor again, the doctor would have slit the envelope.	 The girl had spread the rumor before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
78	If the girl had burst into the room again, the student could have bet $100 on the race.	 The girl had burst into the room before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	test
79	If the girl had hurt others again, the teacher would have burst into the room.	 The girl had hurt others before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
80	If the doctor had split the log again, the boy could have spread the rumor.	 The doctor had split the log before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
81	If the assistant had shut the door again, the woman would have hit the ball with the bat.	 The assistant had shut the door before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
82	If the manager had cast bronze into a statue again, the man could have set the dish on the table.	 The manager had cast bronze into a statue before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
83	If the woman had thrust the fork into the cake again, the athlete would have read the letter.	 The woman had thrust the fork into the cake before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
84	If the man had upset the boat again, the girl could have hurt others.	 The man had upset the boat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
85	If the professor had hit the ball with the bat again, the girl could have read the letter.	 The professor had hit the ball with the bat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
86	If the worker had hit the ball with the bat again, the stranger could have read the letter.	 The worker had hit the ball with the bat before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
87	If the girl had hurt others again, the director could have set the dish on the table.	 The girl had hurt others before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
88	If the child had let the blinds down again, the athlete could have thrust the fork into the cake.	 The child had let the blinds down before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
89	If the doctor had put the book on the shelf again, the worker could have thrust the fork into the cake.	 The doctor had put the book on the shelf before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
90	If the teacher had hurt others again, the director could have set the dish on the table.	 The teacher had hurt others before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
91	If the woman had hurt others again, the worker would have slit the envelope.	 The woman had hurt others before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
92	If the boy had bet $100 on the race again, the dancer would have thrust the fork into the cake.	 The boy had bet $100 on the race before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
93	If the child had burst into the room again, the teacher would have bet $100 on the race.	 The child had burst into the room before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
94	If the student had shut the door again, the singer would have slit the envelope.	 The student had shut the door before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
95	If the athlete had set the dish on the table again, the dancer would have put the book on the shelf.	 The athlete had set the dish on the table before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
96	If the kid had slit the envelope again, the assistant could have upset the boat.	 The kid had slit the envelope before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
97	If the boy had cast bronze into a statue again, the assistant could have set the dish on the table.	 The boy had cast bronze into a statue before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
98	If the student had slit the envelope again, the dancer could have hurt others.	 The student had slit the envelope before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
99	If the student had split the log again, the singer would have spread the rumor.	 The student had split the log before.	entailment	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had cut the tree before.	train
100	If the woman had set the dish on the table again, the athlete could have slit the envelope.	 The woman had not set the dish on the table before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
101	If the doctor had read the letter again, the student would have burst into the room.	 The doctor had not read the letter before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
102	If the athlete had thrust the fork into the cake again, the assistant would have split the log.	 The athlete had not thrust the fork into the cake before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
103	If the child had put the book on the shelf again, the professor could have let the blinds down.	 The child had not put the book on the shelf before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
104	If the dancer had thrust the fork into the cake again, the singer would have shut the door.	 The dancer had not thrust the fork into the cake before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
105	If the director had slit the envelope again, the manager would have split the log.	 The director had not slit the envelope before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
106	If the kid had hit the ball with the bat again, the assistant could have cast bronze into a statue.	 The kid had not hit the ball with the bat before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
107	If the professor had hit the ball with the bat again, the girl could have bet $100 on the race.	 The professor had not hit the ball with the bat before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
108	If the kid had bet $100 on the race again, the child could have split the log.	 The kid had not bet $100 on the race before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
109	If the man had hit the ball with the bat again, the doctor could have shed tears.	 The man had not hit the ball with the bat before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
110	If the kid had read the letter again, the dancer could have let the blinds down.	 The kid had not read the letter before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
111	If the boy had slit the envelope again, the woman would have hurt others.	 The boy had not slit the envelope before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
112	If the assistant had burst into the room again, the athlete would have set the dish on the table.	 The assistant had not burst into the room before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
113	If the assistant had upset the boat again, the worker could have let the blinds down.	 The assistant had not upset the boat before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
114	If the girl had hit the ball with the bat again, the boy could have slit the envelope.	 The girl had not hit the ball with the bat before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
115	If the stranger had slit the envelope again, the professor could have put the book on the shelf.	 The stranger had not slit the envelope before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
116	If the boy had bet $100 on the race again, the singer could have cast bronze into a statue.	 The boy had not bet $100 on the race before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
117	If the director had upset the boat again, the kid could have read the letter.	 The director had not upset the boat before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
118	If the manager had set the dish on the table again, the singer could have bet $100 on the race.	 The manager had not set the dish on the table before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
119	If the singer had let the blinds down again, the teacher would have set the dish on the table.	 The singer had not let the blinds down before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
120	If the student had shut the door again, the manager could have cast bronze into a statue.	 The student had not shut the door before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
121	If the child had burst into the room again, the worker could have slit the envelope.	 The child had not burst into the room before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
122	If the girl had read the letter again, the boy could have burst into the room.	 The girl had not read the letter before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
123	If the woman had spread the rumor again, the student could have set the dish on the table.	 The woman had not spread the rumor before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
124	If the boy had split the log again, the kid would have shut the door.	 The boy had not split the log before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
125	If the man had thrust the fork into the cake again, the child could have bet $100 on the race.	 The man had not thrust the fork into the cake before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
126	If the man had bet $100 on the race again, the professor could have thrust the fork into the cake.	 The man had not bet $100 on the race before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
127	If the singer had cast bronze into a statue again, the athlete would have put the book on the shelf.	 The singer had not cast bronze into a statue before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
128	If the singer had shut the door again, the dancer would have let the blinds down.	 The singer had not shut the door before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
129	If the professor had set the dish on the table again, the singer could have upset the boat.	 The professor had not set the dish on the table before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
130	If the professor had set the dish on the table again, the doctor would have cast bronze into a statue.	 The professor had not set the dish on the table before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
131	If the assistant had let the blinds down again, the child would have spread the rumor.	 The assistant had not let the blinds down before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
132	If the worker had hit the ball with the bat again, the stranger would have bet $100 on the race.	 The worker had not hit the ball with the bat before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
133	If the child had let the blinds down again, the dancer could have thrust the fork into the cake.	 The child had not let the blinds down before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
134	If the singer had burst into the room again, the assistant would have bet $100 on the race.	 The singer had not burst into the room before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
135	If the kid had slit the envelope again, the director could have put the book on the shelf.	 The kid had not slit the envelope before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
136	If the singer had thrust the fork into the cake again, the athlete would have upset the boat.	 The singer had not thrust the fork into the cake before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
137	If the athlete had shut the door again, the kid could have slit the envelope.	 The athlete had not shut the door before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
138	If the teacher had slit the envelope again, the manager would have thrust the fork into the cake.	 The teacher had not slit the envelope before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
139	If the teacher had hit the ball with the bat again, the boy would have read the letter.	 The teacher had not hit the ball with the bat before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
140	If the worker had let the blinds down again, the dancer could have put the book on the shelf.	 The worker had not let the blinds down before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	test
141	If the kid had shut the door again, the dancer would have let the blinds down.	 The kid had not shut the door before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
142	If the dancer had shed tears again, the manager could have let the blinds down.	 The dancer had not shed tears before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
143	If the worker had bet $100 on the race again, the dancer could have let the blinds down.	 The worker had not bet $100 on the race before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
144	If the doctor had put the book on the shelf again, the worker would have split the log.	 The doctor had not put the book on the shelf before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
145	If the kid had burst into the room again, the girl could have cast bronze into a statue.	 The kid had not burst into the room before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	train
146	If the woman had shed tears again, the man would have thrust the fork into the cake.	 The woman had not shed tears before.	contradiction	 -	 If the doctor had cut the tree again comma the singer could have spread the rumor.	 The doctor had not cut the tree before.	test
