	sentence1	sentence2	label	heuristics	example1	example2	split
1266	If Kyle had chased the girl, who shut the door, the doctor would have hit the ball with the bat.	 The girl shut the door.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1267	If Jenny had respected the student, who burst into the room, the assistant could have shut the door.	 The student burst into the room.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1268	If Tom had respected the stranger, who shut the door, the kid would have hurt others.	 The stranger shut the door.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1269	If Mary had respected the girl, who shut the door, the woman would have upset the boat.	 The girl shut the door.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1270	If Jim had met the child, who thrust the fork into the cake, the kid could have split the log.	 The child thrust the fork into the cake.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1271	If Bob had beaten the professor, who read the letter, the doctor could have slit the envelope.	 The professor read the letter.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1272	If Jenny had met the boy, who put the book on the shelf, the student could have burst into the room.	 The boy put the book on the shelf.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1273	If Jim had beaten the student, who spread the rumor, the stranger would have split the log.	 The student spread the rumor.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1274	If Jason had found the worker, who hit the ball with the bat, the doctor would have burst into the room.	 The worker hit the ball with the bat.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1275	If Steven had respected the manager, who hit the ball with the bat, the boy would have spread the rumor.	 The manager hit the ball with the bat.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1276	If Jim had beaten the singer, who burst into the room, the director could have split the log.	 The singer burst into the room.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1277	If Katy had found the child, who slit the envelope, the teacher could have put the book on the shelf.	 The child slit the envelope.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1278	If Jason had chased the assistant, who bet $100 on the race, the boy could have let the blinds down.	 The assistant bet $100 on the race.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1279	If Steven had found the teacher, who shed tears, the athlete would have hit the ball with the bat.	 The teacher shed tears.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1280	If Jason had met the boy, who slit the envelope, the stranger would have hit the ball with the bat.	 The boy slit the envelope.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	test
1281	If Tom had kicked the assistant, who hurt others, the boy would have put the book on the shelf.	 The assistant hurt others.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1282	If Tom had comforted the manager, who burst into the room, the boy could have thrust the fork into the cake.	 The manager burst into the room.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1283	If Tom had found the man, who upset the boat, the doctor would have bet $100 on the race.	 The man upset the boat.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1284	If Jason had avoided the doctor, who shed tears, the athlete would have read the letter.	 The doctor shed tears.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1285	If John had decieved the teacher, who hurt others, the worker could have bet $100 on the race.	 The teacher hurt others.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1286	If Ben had found the child, who burst into the room, the student could have bet $100 on the race.	 The child burst into the room.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1287	If John had beaten the boy, who burst into the room, the assistant would have split the log.	 The boy burst into the room.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1288	If Bob had kicked the professor, who shed tears, the singer would have bet $100 on the race.	 The professor shed tears.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1289	If Jason had kicked the teacher, who shed tears, the dancer could have spread the rumor.	 The teacher shed tears.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1290	If Ben had beaten the doctor, who let the blinds down, the teacher could have spread the rumor.	 The doctor let the blinds down.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1291	If Katy had comforted the boy, who hurt others, the teacher could have read the letter.	 The boy hurt others.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1292	If Tom had seen the doctor, who bet $100 on the race, the man could have upset the boat.	 The doctor bet $100 on the race.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1293	If Mary had comforted the singer, who split the log, the director could have thrust the fork into the cake.	 The singer split the log.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1294	If Ben had loved the girl, who read the letter, the man could have burst into the room.	 The girl read the letter.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1295	If Tom had respected the boy, who let the blinds down, the child would have burst into the room.	 The boy let the blinds down.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1296	If Mary had comforted the assistant, who shed tears, the woman could have bet $100 on the race.	 The assistant shed tears.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1297	If Jason had kicked the girl, who upset the boat, the woman could have thrust the fork into the cake.	 The girl upset the boat.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1298	If Mary had respected the kid, who put the book on the shelf, the stranger could have burst into the room.	 The kid put the book on the shelf.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1299	If Jack had seen the man, who burst into the room, the child could have thrust the fork into the cake.	 The man burst into the room.	entailment	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1300	If Mary had loved the manager, who split the log, the professor would have shut the door.	 The manager did not split the log.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1301	If Jim had respected the kid, who spread the rumor, the athlete could have hit the ball with the bat.	 The kid did not spread the rumor.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1302	If Jim had decieved the athlete, who put the book on the shelf, the singer could have spread the rumor.	 The athlete did not put the book on the shelf.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1303	If Kyle had found the singer, who split the log, the kid would have put the book on the shelf.	 The singer did not split the log.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1304	If John had found the director, who read the letter, the girl could have shed tears.	 The director did not read the letter.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1305	If Mary had loved the manager, who read the letter, the professor would have cast bronze into a statue.	 The manager did not read the letter.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	test
1306	If Mary had comforted the boy, who let the blinds down, the teacher could have hit the ball with the bat.	 The boy did not let the blinds down.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1307	If John had respected the dancer, who shut the door, the worker would have read the letter.	 The dancer did not shut the door.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1308	If John had comforted the kid, who slit the envelope, the singer could have shed tears.	 The kid did not slit the envelope.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1309	If Ben had loved the assistant, who let the blinds down, the boy would have thrust the fork into the cake.	 The assistant did not let the blinds down.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1310	If Bob had comforted the student, who hurt others, the director could have bet $100 on the race.	 The student did not hurt others.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1311	If Jack had comforted the man, who put the book on the shelf, the dancer could have upset the boat.	 The man did not put the book on the shelf.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1312	If John had decieved the manager, who thrust the fork into the cake, the woman could have put the book on the shelf.	 The manager did not thrust the fork into the cake.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1313	If Katy had met the woman, who thrust the fork into the cake, the girl would have hurt others.	 The woman did not thrust the fork into the cake.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1314	If Katy had seen the athlete, who let the blinds down, the manager could have hit the ball with the bat.	 The athlete did not let the blinds down.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1315	If John had respected the worker, who split the log, the stranger could have let the blinds down.	 The worker did not split the log.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1316	If Jason had chased the girl, who read the letter, the athlete could have cast bronze into a statue.	 The girl did not read the letter.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1317	If John had beaten the man, who hurt others, the doctor could have hit the ball with the bat.	 The man did not hurt others.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1318	If Ben had avoided the girl, who shut the door, the professor would have put the book on the shelf.	 The girl did not shut the door.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1319	If Jim had found the boy, who upset the boat, the dancer could have put the book on the shelf.	 The boy did not upset the boat.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1320	If Steven had comforted the manager, who thrust the fork into the cake, the girl would have hurt others.	 The manager did not thrust the fork into the cake.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1321	If Jack had seen the worker, who bet $100 on the race, the child could have shut the door.	 The worker did not bet $100 on the race.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1322	If Kyle had loved the student, who set the dish on the table, the man would have put the book on the shelf.	 The student did not set the dish on the table.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1323	If Katy had beaten the girl, who read the letter, the teacher would have split the log.	 The girl did not read the letter.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1324	If Katy had decieved the boy, who spread the rumor, the child would have thrust the fork into the cake.	 The boy did not spread the rumor.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1325	If Steven had loved the manager, who set the dish on the table, the woman could have burst into the room.	 The manager did not set the dish on the table.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1326	If Jenny had chased the woman, who let the blinds down, the student could have shed tears.	 The woman did not let the blinds down.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1327	If Jason had loved the worker, who hurt others, the doctor could have hit the ball with the bat.	 The worker did not hurt others.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1328	If Jack had respected the director, who spread the rumor, the dancer would have shut the door.	 The director did not spread the rumor.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1329	If Bob had kicked the assistant, who set the dish on the table, the worker would have burst into the room.	 The assistant did not set the dish on the table.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1330	If Steven had beaten the doctor, who spread the rumor, the director would have hurt others.	 The doctor did not spread the rumor.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1331	If Jason had chased the assistant, who burst into the room, the stranger would have shut the door.	 The assistant did not burst into the room.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	test
1332	If Jenny had met the woman, who cast bronze into a statue, the singer would have set the dish on the table.	 The woman did not cast bronze into a statue.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1333	If Jim had loved the doctor, who split the log, the professor could have hit the ball with the bat.	 The doctor did not split the log.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1334	If Steven had loved the dancer, who hurt others, the assistant would have spread the rumor.	 The dancer did not hurt others.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1335	If Bob had chased the athlete, who bet $100 on the race, the singer could have shed tears.	 The athlete did not bet $100 on the race.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1336	If Katy had respected the manager, who put the book on the shelf, the dancer could have cast bronze into a statue.	 The manager did not put the book on the shelf.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1337	If John had comforted the boy, who spread the rumor, the dancer could have set the dish on the table.	 The boy did not spread the rumor.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1338	If Ben had chased the athlete, who hurt others, the woman would have slit the envelope.	 The athlete did not hurt others.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1339	If Jim had met the girl, who read the letter, the teacher could have spread the rumor.	 The girl did not read the letter.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1340	If Mary had avoided the dancer, who slit the envelope, the woman would have put the book on the shelf.	 The dancer did not slit the envelope.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1341	If Jenny had comforted the kid, who shed tears, the dancer would have spread the rumor.	 The kid did not shed tears.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1342	If Mary had decieved the stranger, who cast bronze into a statue, the singer would have bet $100 on the race.	 The stranger did not cast bronze into a statue.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1343	If Jim had seen the child, who upset the boat, the teacher could have slit the envelope.	 The child did not upset the boat.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1344	If Jim had loved the assistant, who thrust the fork into the cake, the manager would have read the letter.	 The assistant did not thrust the fork into the cake.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1345	If Jason had met the director, who bet $100 on the race, the kid could have split the log.	 The director did not bet $100 on the race.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1346	If Jenny had chased the worker, who split the log, the athlete would have upset the boat.	 The worker did not split the log.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1347	If Bob had respected the dancer, who shut the door, the doctor would have hit the ball with the bat.	 The dancer did not shut the door.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1348	If Jenny had seen the child, who spread the rumor, the manager could have set the dish on the table.	 The child did not spread the rumor.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1349	If Kyle had avoided the singer, who split the log, the woman could have set the dish on the table.	 The singer did not split the log.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
1350	If Bob had respected the professor, who cast bronze into a statue, the child would have hurt others.	 The professor did not cast bronze into a statue.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	test
1351	If Katy had loved the child, who burst into the room, the boy could have hurt others.	 The child did not burst into the room.	contradiction	 -	 The doctor comma who cut the tree comma burst into the room.	 The doctor cut the tree.	train
