	sentence1	sentence2	label	heuristics	example1	example2	split
115	The dancer hurt others again.	 The dancer had not hurt others before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
116	The manager set the dish on the table again.	 The manager had not set the dish on the table before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
117	The athlete hurt others again.	 The athlete had not hurt others before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
118	The director slit the envelope again.	 The director had not slit the envelope before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
119	The stranger put the book on the shelf again.	 The stranger had not put the book on the shelf before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
120	The doctor slit the envelope again.	 The doctor had not slit the envelope before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
121	The stranger spread the rumor again.	 The stranger had not spread the rumor before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
122	The doctor burst into the room again.	 The doctor had not burst into the room before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
123	The dancer hit the ball with the bat again.	 The dancer had not hit the ball with the bat before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
124	The worker put the book on the shelf again.	 The worker had not put the book on the shelf before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
125	The kid bet $100 on the race again.	 The kid had not bet $100 on the race before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
126	The doctor hit the ball with the bat again.	 The doctor had not hit the ball with the bat before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
127	The doctor let the blinds down again.	 The doctor had not let the blinds down before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
128	The kid spread the rumor again.	 The kid had not spread the rumor before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
129	The assistant shut the door again.	 The assistant had not shut the door before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
130	The girl thrust the fork into the cake again.	 The girl had not thrust the fork into the cake before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	test
131	The assistant cast bronze into a statue again.	 The assistant had not cast bronze into a statue before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
132	The doctor bet $100 on the race again.	 The doctor had not bet $100 on the race before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
133	The man shed tears again.	 The man had not shed tears before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
134	The man split the log again.	 The man had not split the log before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
135	The stranger shed tears again.	 The stranger had not shed tears before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
136	The stranger cast bronze into a statue again.	 The stranger had not cast bronze into a statue before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
137	The boy bet $100 on the race again.	 The boy had not bet $100 on the race before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
138	The teacher thrust the fork into the cake again.	 The teacher had not thrust the fork into the cake before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
139	The girl burst into the room again.	 The girl had not burst into the room before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
140	The professor let the blinds down again.	 The professor had not let the blinds down before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
141	The girl bet $100 on the race again.	 The girl had not bet $100 on the race before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
142	The assistant split the log again.	 The assistant had not split the log before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
143	The doctor set the dish on the table again.	 The doctor had not set the dish on the table before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
144	The worker hurt others again.	 The worker had not hurt others before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
145	The child hurt others again.	 The child had not hurt others before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
146	The girl upset the boat again.	 The girl had not upset the boat before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
147	The man slit the envelope again.	 The man had not slit the envelope before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
148	The worker put the book on the shelf again.	 The worker had not put the book on the shelf before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	test
149	The girl read the letter again.	 The girl had not read the letter before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
150	The woman put the book on the shelf again.	 The woman had not put the book on the shelf before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
151	The kid shed tears again.	 The kid had not shed tears before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
152	The singer burst into the room again.	 The singer had not burst into the room before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
153	The student spread the rumor again.	 The student had not spread the rumor before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
154	The woman upset the boat again.	 The woman had not upset the boat before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
155	The girl hurt others again.	 The girl had not hurt others before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
156	The professor shed tears again.	 The professor had not shed tears before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
157	The child split the log again.	 The child had not split the log before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
158	The singer burst into the room again.	 The singer had not burst into the room before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	test
159	The stranger let the blinds down again.	 The stranger had not let the blinds down before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
160	The doctor bet $100 on the race again.	 The doctor had not bet $100 on the race before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
161	The child set the dish on the table again.	 The child had not set the dish on the table before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
162	The boy split the log again.	 The boy had not split the log before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
163	The stranger put the book on the shelf again.	 The stranger had not put the book on the shelf before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
164	The dancer split the log again.	 The dancer had not split the log before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	test
165	The boy split the log again.	 The boy had not split the log before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
166	The singer spread the rumor again.	 The singer had not spread the rumor before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
167	The professor hurt others again.	 The professor had not hurt others before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
168	The worker spread the rumor again.	 The worker had not spread the rumor before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
169	The athlete hit the ball with the bat again.	 The athlete had not hit the ball with the bat before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
170	The kid thrust the fork into the cake again.	 The kid had not thrust the fork into the cake before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
171	The boy set the dish on the table again.	 The boy had not set the dish on the table before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
172	The assistant upset the boat again.	 The assistant had not upset the boat before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
173	The dancer shed tears again.	 The dancer had not shed tears before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
174	The woman cast bronze into a statue again.	 The woman had not cast bronze into a statue before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
175	The athlete split the log again.	 The athlete had not split the log before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
176	The doctor spread the rumor again.	 The doctor had not spread the rumor before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
177	The professor spread the rumor again.	 The professor had not spread the rumor before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
178	The assistant bet $100 on the race again.	 The assistant had not bet $100 on the race before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
179	The child hit the ball with the bat again.	 The child had not hit the ball with the bat before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
180	The professor let the blinds down again.	 The professor had not let the blinds down before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	test
181	The kid split the log again.	 The kid had not split the log before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
182	The athlete bet $100 on the race again.	 The athlete had not bet $100 on the race before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
183	The man cast bronze into a statue again.	 The man had not cast bronze into a statue before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
184	The stranger let the blinds down again.	 The stranger had not let the blinds down before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
185	The woman spread the rumor again.	 The woman had not spread the rumor before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
186	The singer slit the envelope again.	 The singer had not slit the envelope before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
187	The teacher hurt others again.	 The teacher had not hurt others before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
188	The kid burst into the room again.	 The kid had not burst into the room before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
189	The child split the log again.	 The child had not split the log before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
190	The stranger hit the ball with the bat again.	 The stranger had not hit the ball with the bat before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
191	The stranger hurt others again.	 The stranger had not hurt others before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
192	The worker slit the envelope again.	 The worker had not slit the envelope before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
193	The director put the book on the shelf again.	 The director had not put the book on the shelf before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
194	The girl shed tears again.	 The girl had not shed tears before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
195	The boy spread the rumor again.	 The boy had not spread the rumor before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
196	The doctor split the log again.	 The doctor had not split the log before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
197	The dancer read the letter again.	 The dancer had not read the letter before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
198	The doctor put the book on the shelf again.	 The doctor had not put the book on the shelf before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
199	The teacher set the dish on the table again.	 The teacher had not set the dish on the table before.	contradiction	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
