	sentence1	sentence2	label	heuristics	example1	example2	split
421	If the manager had upset the boat while reading the letter, the man could have thrust the fork into the cake.	 The manager read the letter.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
422	If the woman had hit the ball with the bat before shedding tears, the dancer could have thrust the fork into the cake.	 The woman shed tears.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
423	If the director had let the blinds down when betting $100 on the race, the manager could have shed tears.	 The director bet $100 on the race.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
424	If the doctor had bet $100 on the race while upsetting the boat, the stranger would have read the letter.	 The doctor upset the boat.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
425	If the athlete had let the blinds down while spreading the rumor, the woman could have thrust the fork into the cake.	 The athlete spread the rumor.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
426	If the boy had cast bronze into a statue after putting the book on the shelf, the dancer could have shut the door.	 The boy put the book on the shelf.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
427	If the kid had hit the ball with the bat when spreading the rumor, the dancer could have let the blinds down.	 The kid spread the rumor.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
428	If the director had thrust the fork into the cake when betting $100 on the race, the dancer would have spread the rumor.	 The director bet $100 on the race.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
429	If the teacher had upset the boat after slitting the envelope, the dancer would have cast bronze into a statue.	 The teacher slit the envelope.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
430	If the student had hurt others before setting the dish on the table, the manager could have thrust the fork into the cake.	 The student set the dish on the table.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
431	If the doctor had slit the envelope while hitting the ball with the bat, the boy would have put the book on the shelf.	 The doctor hit the ball with the bat.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	test
432	If the woman had shed tears after spreading the rumor, the student would have let the blinds down.	 The woman spread the rumor.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
433	If the boy had read the letter when setting the dish on the table, the worker could have slit the envelope.	 The boy set the dish on the table.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
434	If the stranger had bet $100 on the race while setting the dish on the table, the dancer would have burst into the room.	 The stranger set the dish on the table.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
435	If the worker had slit the envelope while thrusting the fork into the cake, the student would have let the blinds down.	 The worker thrust the fork into the cake.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
436	If the manager had shed tears after betting $100 on the race, the doctor would have split the log.	 The manager bet $100 on the race.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
437	If the man had thrust the fork into the cake while shedding tears, the assistant would have set the dish on the table.	 The man shed tears.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
438	If the boy had upset the boat before hitting the ball with the bat, the woman could have read the letter.	 The boy hit the ball with the bat.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
439	If the stranger had shut the door while hurting others, the man would have split the log.	 The stranger hurt others.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
440	If the assistant had cast bronze into a statue after upsetting the boat, the stranger would have shed tears.	 The assistant upset the boat.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
441	If the girl had hit the ball with the bat when spreading the rumor, the director would have put the book on the shelf.	 The girl spread the rumor.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
442	If the professor had shut the door before letting the blinds down, the man could have put the book on the shelf.	 The professor let the blinds down.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
443	If the boy had put the book on the shelf while setting the dish on the table, the woman would have read the letter.	 The boy set the dish on the table.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
444	If the professor had upset the boat when shutting the door, the boy would have bet $100 on the race.	 The professor shut the door.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
445	If the boy had upset the boat when hitting the ball with the bat, the director could have bet $100 on the race.	 The boy hit the ball with the bat.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
446	If the girl had hurt others before upsetting the boat, the child would have cast bronze into a statue.	 The girl upset the boat.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
447	If the director had let the blinds down after shutting the door, the manager could have read the letter.	 The director shut the door.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
448	If the girl had shed tears when reading the letter, the athlete could have spread the rumor.	 The girl read the letter.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
449	If the girl had upset the boat while splitting the log, the athlete would have let the blinds down.	 The girl split the log.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
450	If the child had set the dish on the table after putting the book on the shelf, the girl would have hurt others.	 The child put the book on the shelf.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
451	If the man had hit the ball with the bat while casting bronze into a statue, the child would have put the book on the shelf.	 The man cast bronze into a statue.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
452	If the student had hurt others after slitting the envelope, the singer could have burst into the room.	 The student slit the envelope.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
453	If the kid had slit the envelope after shutting the door, the stranger would have let the blinds down.	 The kid shut the door.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	test
454	If the girl had spread the rumor while hurting others, the worker could have split the log.	 The girl hurt others.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
455	If the dancer had hit the ball with the bat after shedding tears, the woman could have put the book on the shelf.	 The dancer shed tears.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
456	If the singer had set the dish on the table while bursting into the room, the teacher would have let the blinds down.	 The singer burst into the room.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
457	If the professor had slit the envelope while hurting others, the kid could have put the book on the shelf.	 The professor hurt others.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
458	If the worker had bet $100 on the race before casting bronze into a statue, the stranger could have spread the rumor.	 The worker cast bronze into a statue.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
459	If the dancer had let the blinds down before betting $100 on the race, the kid could have set the dish on the table.	 The dancer bet $100 on the race.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
460	If the girl had bet $100 on the race after setting the dish on the table, the man could have split the log.	 The girl set the dish on the table.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
461	If the singer had cast bronze into a statue when shutting the door, the doctor would have bet $100 on the race.	 The singer shut the door.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
462	If the worker had read the letter before slitting the envelope, the boy would have upset the boat.	 The worker slit the envelope.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
463	If the athlete had thrust the fork into the cake while reading the letter, the teacher could have hit the ball with the bat.	 The athlete read the letter.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
464	If the boy had hurt others when setting the dish on the table, the girl would have slit the envelope.	 The boy set the dish on the table.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
465	If the manager had hit the ball with the bat when splitting the log, the boy would have burst into the room.	 The manager split the log.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
466	If the teacher had upset the boat after hurting others, the boy could have split the log.	 The teacher hurt others.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
467	If the dancer had hurt others when spreading the rumor, the professor could have shut the door.	 The dancer spread the rumor.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
468	If the director had set the dish on the table before splitting the log, the boy could have read the letter.	 The director split the log.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
469	If the athlete had bet $100 on the race before setting the dish on the table, the girl could have burst into the room.	 The athlete set the dish on the table.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
470	If the girl had upset the boat when shutting the door, the man would have bet $100 on the race.	 The girl shut the door.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
471	If the doctor had let the blinds down after hitting the ball with the bat, the professor could have put the book on the shelf.	 The doctor hit the ball with the bat.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
472	If the worker had upset the boat while shutting the door, the child would have read the letter.	 The worker shut the door.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
473	If the manager had read the letter after betting $100 on the race, the student would have shed tears.	 The manager bet $100 on the race.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
474	If the boy had slit the envelope before betting $100 on the race, the man could have burst into the room.	 The boy bet $100 on the race.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
475	If the professor had thrust the fork into the cake while hitting the ball with the bat, the stranger could have upset the boat.	 The professor hit the ball with the bat.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
476	If the professor had upset the boat after setting the dish on the table, the stranger could have split the log.	 The professor set the dish on the table.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
477	If the manager had let the blinds down when casting bronze into a statue, the worker would have set the dish on the table.	 The manager cast bronze into a statue.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
478	If the director had bet $100 on the race while putting the book on the shelf, the girl would have hit the ball with the bat.	 The director put the book on the shelf.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
479	If the assistant had set the dish on the table before hurting others, the woman could have burst into the room.	 The assistant hurt others.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
480	If the student had read the letter after upsetting the boat, the athlete would have hurt others.	 The student upset the boat.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
481	If the man had set the dish on the table before shedding tears, the girl could have read the letter.	 The man shed tears.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
482	If the director had spread the rumor while betting $100 on the race, the manager could have shut the door.	 The director bet $100 on the race.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
483	If the stranger had hit the ball with the bat before casting bronze into a statue, the doctor could have split the log.	 The stranger cast bronze into a statue.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
484	If the child had set the dish on the table after shutting the door, the worker could have bet $100 on the race.	 The child shut the door.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
485	If the woman had burst into the room when letting the blinds down, the dancer could have slit the envelope.	 The woman let the blinds down.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	test
486	If the kid had cast bronze into a statue before shedding tears, the man could have slit the envelope.	 The kid shed tears.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
487	If the student had put the book on the shelf while hurting others, the doctor would have set the dish on the table.	 The student hurt others.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	test
488	If the stranger had thrust the fork into the cake while reading the letter, the manager would have upset the boat.	 The stranger read the letter.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
489	If the child had burst into the room after reading the letter, the boy would have thrust the fork into the cake.	 The child read the letter.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
490	If the kid had hurt others before splitting the log, the man could have upset the boat.	 The kid split the log.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
491	If the stranger had split the log before bursting into the room, the professor would have upset the boat.	 The stranger burst into the room.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
492	If the director had shed tears while setting the dish on the table, the assistant could have upset the boat.	 The director set the dish on the table.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
493	If the woman had set the dish on the table when splitting the log, the child could have burst into the room.	 The woman split the log.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
494	If the girl had read the letter after splitting the log, the woman could have put the book on the shelf.	 The girl split the log.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
495	If the kid had let the blinds down before hitting the ball with the bat, the assistant would have shed tears.	 The kid hit the ball with the bat.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
496	If the student had upset the boat while casting bronze into a statue, the boy could have thrust the fork into the cake.	 The student cast bronze into a statue.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
497	If the director had read the letter when slitting the envelope, the man could have upset the boat.	 The director slit the envelope.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
498	If the singer had slit the envelope when bursting into the room, the stranger would have shut the door.	 The singer burst into the room.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
499	If the director had bet $100 on the race while setting the dish on the table, the manager would have cast bronze into a statue.	 The director set the dish on the table.	entailment	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor cut the tree.	train
500	If the man had set the dish on the table when shedding tears, the professor would have read the letter.	 The man did not shed tears.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
501	If the girl had shut the door before betting $100 on the race, the assistant would have hurt others.	 The girl did not bet $100 on the race.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
502	If the teacher had hit the ball with the bat after casting bronze into a statue, the child would have spread the rumor.	 The teacher did not cast bronze into a statue.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	test
503	If the boy had hit the ball with the bat while putting the book on the shelf, the girl would have thrust the fork into the cake.	 The boy did not put the book on the shelf.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
504	If the manager had slit the envelope when betting $100 on the race, the kid would have burst into the room.	 The manager did not bet $100 on the race.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
505	If the stranger had burst into the room before spreading the rumor, the woman would have cast bronze into a statue.	 The stranger did not spread the rumor.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
506	If the kid had shed tears while hurting others, the director could have cast bronze into a statue.	 The kid did not hurt others.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
507	If the stranger had hit the ball with the bat after shedding tears, the assistant could have upset the boat.	 The stranger did not shed tears.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
508	If the stranger had shed tears before slitting the envelope, the professor could have cast bronze into a statue.	 The stranger did not slit the envelope.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
509	If the singer had burst into the room when hitting the ball with the bat, the assistant could have bet $100 on the race.	 The singer did not hit the ball with the bat.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
510	If the student had let the blinds down before thrusting the fork into the cake, the director would have hit the ball with the bat.	 The student did not thrust the fork into the cake.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
511	If the doctor had let the blinds down after betting $100 on the race, the assistant could have burst into the room.	 The doctor did not bet $100 on the race.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
512	If the stranger had burst into the room while slitting the envelope, the child would have upset the boat.	 The stranger did not slit the envelope.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
513	If the stranger had split the log while hitting the ball with the bat, the professor could have thrust the fork into the cake.	 The stranger did not hit the ball with the bat.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
514	If the singer had shed tears before casting bronze into a statue, the stranger could have burst into the room.	 The singer did not cast bronze into a statue.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
515	If the director had burst into the room before setting the dish on the table, the stranger would have upset the boat.	 The director did not set the dish on the table.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
516	If the professor had put the book on the shelf before slitting the envelope, the doctor would have upset the boat.	 The professor did not slit the envelope.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
517	If the girl had spread the rumor after thrusting the fork into the cake, the stranger could have shed tears.	 The girl did not thrust the fork into the cake.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
518	If the singer had shut the door when upsetting the boat, the professor could have thrust the fork into the cake.	 The singer did not upset the boat.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
519	If the assistant had thrust the fork into the cake when spreading the rumor, the doctor would have let the blinds down.	 The assistant did not spread the rumor.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
520	If the stranger had read the letter before casting bronze into a statue, the athlete would have thrust the fork into the cake.	 The stranger did not cast bronze into a statue.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
521	If the singer had hurt others when reading the letter, the manager would have thrust the fork into the cake.	 The singer did not read the letter.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
522	If the director had shed tears when slitting the envelope, the man would have bet $100 on the race.	 The director did not slit the envelope.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
523	If the woman had shed tears when shutting the door, the stranger would have slit the envelope.	 The woman did not shut the door.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
524	If the athlete had spread the rumor while shutting the door, the man could have put the book on the shelf.	 The athlete did not shut the door.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
525	If the kid had slit the envelope while hurting others, the manager would have thrust the fork into the cake.	 The kid did not hurt others.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
526	If the manager had split the log after putting the book on the shelf, the stranger would have cast bronze into a statue.	 The manager did not put the book on the shelf.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
527	If the child had put the book on the shelf after spreading the rumor, the stranger could have read the letter.	 The child did not spread the rumor.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
528	If the kid had thrust the fork into the cake while betting $100 on the race, the manager would have upset the boat.	 The kid did not bet $100 on the race.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
529	If the professor had slit the envelope before betting $100 on the race, the manager would have read the letter.	 The professor did not bet $100 on the race.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
530	If the worker had read the letter when hitting the ball with the bat, the stranger would have cast bronze into a statue.	 The worker did not hit the ball with the bat.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
531	If the boy had bet $100 on the race after hurting others, the manager would have shut the door.	 The boy did not hurt others.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
532	If the boy had shed tears when letting the blinds down, the manager could have burst into the room.	 The boy did not let the blinds down.	contradiction	 -	 If the doctor burst into the room beofore cutting the tree comma the singer could have spread the rumor.	 The doctor did cut the tree.	train
