	sentence1	sentence2	label	heuristics	example1	example2	split
18	Did the professor let the blinds down again?	 The professor let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
19	Did the professor read the letter again?	 The professor read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
20	Did the dancer read the letter again?	 The dancer read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
21	Did the girl read the letter again?	 The girl read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
22	Did the professor put the book on the shelf again?	 The professor put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
23	Did the dancer put the book on the shelf again?	 The dancer put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
24	Did the woman thrust the fork into the cake again?	 The woman thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
25	Did the manager read the letter again?	 The manager read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
26	Did the man upset the boat again?	 The man upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
27	Did the manager hurt others again?	 The manager hurt others again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
28	Did the worker put the book on the shelf again?	 The worker put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
29	Did the singer burst into the room again?	 The singer burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
30	Did the singer upset the boat again?	 The singer upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
31	Did the worker hit the ball with the bat again?	 The worker hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
32	Did the athlete thrust the fork into the cake again?	 The athlete thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
33	Did the professor slit the envelope again?	 The professor slit the envelope again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
34	Did the kid upset the boat again?	 The kid upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	test
35	Did the teacher thrust the fork into the cake again?	 The teacher thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
36	Did the girl spread the rumor again?	 The girl spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
37	Did the doctor bet $100 on the race again?	 The doctor bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
38	Did the manager hit the ball with the bat again?	 The manager hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
39	Did the dancer let the blinds down again?	 The dancer let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
40	Did the professor shut the door again?	 The professor shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
41	Did the worker burst into the room again?	 The worker burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
42	Did the director shed tears again?	 The director shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	test
43	Did the teacher set the dish on the table again?	 The teacher set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
44	Did the stranger split the log again?	 The stranger split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
45	Did the director spread the rumor again?	 The director spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
46	Did the doctor let the blinds down again?	 The doctor let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
47	Did the athlete split the log again?	 The athlete split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
48	Did the worker bet $100 on the race again?	 The worker bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
49	Did the athlete set the dish on the table again?	 The athlete set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
50	Did the singer let the blinds down again?	 The singer let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
51	Did the child read the letter again?	 The child read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
52	Did the kid bet $100 on the race again?	 The kid bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
53	Did the manager spread the rumor again?	 The manager spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
54	Did the manager shut the door again?	 The manager shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
55	Did the professor bet $100 on the race again?	 The professor bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
56	Did the teacher spread the rumor again?	 The teacher spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
57	Did the athlete hurt others again?	 The athlete hurt others again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
58	Did the girl hit the ball with the bat again?	 The girl hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
59	Did the boy bet $100 on the race again?	 The boy bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
60	Did the worker spread the rumor again?	 The worker spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
61	Did the kid spread the rumor again?	 The kid spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
62	Did the worker put the book on the shelf again?	 The worker put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
63	Did the assistant shed tears again?	 The assistant shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
64	Did the student spread the rumor again?	 The student spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
65	Did the professor shut the door again?	 The professor shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
66	Did the kid bet $100 on the race again?	 The kid bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
67	Did the woman put the book on the shelf again?	 The woman put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
68	Did the stranger spread the rumor again?	 The stranger spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
69	Did the child put the book on the shelf again?	 The child put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
70	Did the dancer spread the rumor again?	 The dancer spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
71	Did the professor split the log again?	 The professor split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
72	Did the boy shed tears again?	 The boy shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
73	Did the doctor cast bronze into a statue again?	 The doctor cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
74	Did the kid split the log again?	 The kid split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
75	Did the teacher shut the door again?	 The teacher shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
76	Did the kid shed tears again?	 The kid shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
77	Did the manager let the blinds down again?	 The manager let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
78	Did the athlete cast bronze into a statue again?	 The athlete cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
79	Did the assistant cast bronze into a statue again?	 The assistant cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
80	Did the worker put the book on the shelf again?	 The worker put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
81	Did the dancer shut the door again?	 The dancer shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
82	Did the boy shut the door again?	 The boy shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
83	Did the kid thrust the fork into the cake again?	 The kid thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
84	Did the teacher upset the boat again?	 The teacher upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
85	Did the worker hit the ball with the bat again?	 The worker hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
86	Did the director let the blinds down again?	 The director let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	test
87	Did the dancer hit the ball with the bat again?	 The dancer hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
88	Did the doctor shed tears again?	 The doctor shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	test
89	Did the kid hurt others again?	 The kid hurt others again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
90	Did the worker put the book on the shelf again?	 The worker put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
91	Did the kid set the dish on the table again?	 The kid set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
92	Did the doctor let the blinds down again?	 The doctor let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
93	Did the assistant let the blinds down again?	 The assistant let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
94	Did the worker thrust the fork into the cake again?	 The worker thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
95	Did the kid split the log again?	 The kid split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
96	Did the teacher let the blinds down again?	 The teacher let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
97	Did the student upset the boat again?	 The student upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
98	Did the manager thrust the fork into the cake again?	 The manager thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
99	Did the director set the dish on the table again?	 The director set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
200	Did the doctor upset the boat calmly?	 The doctor upset the boat calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
201	Did the worker read the letter quickly?	 The worker read the letter quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
202	Did the girl shed tears happily?	 The girl shed tears happily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
203	Did the manager spread the rumor angrily?	 The manager spread the rumor angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
204	Did the girl let the blinds down easily?	 The girl let the blinds down easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
205	Did the singer cast bronze into a statue angrily?	 The singer cast bronze into a statue angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
206	Did the professor shed tears quietly?	 The professor shed tears quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
207	Did the stranger bet $100 on the race easily?	 The stranger bet $100 on the race easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
208	Did the man put the book on the shelf slowly?	 The man put the book on the shelf slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
209	Did the director put the book on the shelf calmly?	 The director put the book on the shelf calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
210	Did the girl bet $100 on the race quietly?	 The girl bet $100 on the race quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
211	Did the director split the log easily?	 The director split the log easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
212	Did the worker thrust the fork into the cake quickly?	 The worker thrust the fork into the cake quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
213	Did the woman upset the boat calmly?	 The woman upset the boat calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
214	Did the assistant split the log quietly?	 The assistant split the log quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
215	Did the worker spread the rumor calmly?	 The worker spread the rumor calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
216	Did the singer shut the door anxiously?	 The singer shut the door anxiously.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
217	Did the child shut the door sadly?	 The child shut the door sadly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
218	Did the child hurt others angrily?	 The child hurt others angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
219	Did the director put the book on the shelf quickly?	 The director put the book on the shelf quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
220	Did the teacher let the blinds down quietly?	 The teacher let the blinds down quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
221	Did the manager split the log quickly?	 The manager split the log quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
222	Did the teacher spread the rumor calmly?	 The teacher spread the rumor calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
223	Did the singer hit the ball with the bat slowly?	 The singer hit the ball with the bat slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
224	Did the girl cast bronze into a statue angrily?	 The girl cast bronze into a statue angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
225	Did the dancer bet $100 on the race sadly?	 The dancer bet $100 on the race sadly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
226	Did the child shed tears quickly?	 The child shed tears quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
227	Did the woman put the book on the shelf anxiously?	 The woman put the book on the shelf anxiously.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
228	Did the manager set the dish on the table quietly?	 The manager set the dish on the table quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
229	Did the singer upset the boat angrily?	 The singer upset the boat angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
230	Did the doctor thrust the fork into the cake calmly?	 The doctor thrust the fork into the cake calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	test
231	Did the woman slit the envelope sadly?	 The woman slit the envelope sadly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
232	Did the doctor let the blinds down quickly?	 The doctor let the blinds down quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
233	Did the athlete read the letter easily?	 The athlete read the letter easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
234	Did the director put the book on the shelf quickly?	 The director put the book on the shelf quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
235	Did the woman let the blinds down quietly?	 The woman let the blinds down quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
236	Did the director hurt others quickly?	 The director hurt others quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
237	Did the student hurt others slowly?	 The student hurt others slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
238	Did the girl put the book on the shelf happily?	 The girl put the book on the shelf happily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
239	Did the professor put the book on the shelf slowly?	 The professor put the book on the shelf slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
240	Did the manager hurt others quietly?	 The manager hurt others quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
241	Did the stranger hit the ball with the bat angrily?	 The stranger hit the ball with the bat angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
242	Did the boy slit the envelope slowly?	 The boy slit the envelope slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
243	Did the manager read the letter anxiously?	 The manager read the letter anxiously.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
244	Did the assistant thrust the fork into the cake calmly?	 The assistant thrust the fork into the cake calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
245	Did the athlete spread the rumor slowly?	 The athlete spread the rumor slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
246	Did the boy cast bronze into a statue slowly?	 The boy cast bronze into a statue slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
247	Did the child shed tears sadly?	 The child shed tears sadly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
248	Did the student set the dish on the table angrily?	 The student set the dish on the table angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
249	Did the woman let the blinds down easily?	 The woman let the blinds down easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
250	Did the girl shed tears angrily?	 The girl shed tears angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
251	Did the student bet $100 on the race easily?	 The student bet $100 on the race easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
252	Did the woman spread the rumor quietly?	 The woman spread the rumor quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
253	Did the stranger let the blinds down easily?	 The stranger let the blinds down easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
254	Did the kid set the dish on the table slowly?	 The kid set the dish on the table slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
255	Did the boy read the letter sadly?	 The boy read the letter sadly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	test
256	Did the assistant cast bronze into a statue easily?	 The assistant cast bronze into a statue easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
257	Did the assistant hurt others calmly?	 The assistant hurt others calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
258	Did the athlete hit the ball with the bat quickly?	 The athlete hit the ball with the bat quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
259	Did the girl hit the ball with the bat angrily?	 The girl hit the ball with the bat angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
260	Did the director split the log easily?	 The director split the log easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
261	Did the assistant read the letter quickly?	 The assistant read the letter quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
262	Did the manager shed tears sadly?	 The manager shed tears sadly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
263	Did the manager set the dish on the table sadly?	 The manager set the dish on the table sadly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
264	Did the girl thrust the fork into the cake happily?	 The girl thrust the fork into the cake happily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
265	Did the athlete hurt others sadly?	 The athlete hurt others sadly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
266	Did the singer let the blinds down happily?	 The singer let the blinds down happily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
267	Did the teacher set the dish on the table quietly?	 The teacher set the dish on the table quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
268	Did the man read the letter sadly?	 The man read the letter sadly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
269	Did the assistant put the book on the shelf angrily?	 The assistant put the book on the shelf angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
270	Did the assistant slit the envelope quietly?	 The assistant slit the envelope quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	test
271	Did the dancer hit the ball with the bat calmly?	 The dancer hit the ball with the bat calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
272	Did the manager bet $100 on the race slowly?	 The manager bet $100 on the race slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
273	Did the singer burst into the room sadly?	 The singer burst into the room sadly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
274	Did the kid slit the envelope calmly?	 The kid slit the envelope calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
275	Did the teacher upset the boat angrily?	 The teacher upset the boat angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
276	Did the stranger slit the envelope quickly?	 The stranger slit the envelope quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
277	Did the teacher read the letter calmly?	 The teacher read the letter calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
278	Did the professor hit the ball with the bat easily?	 The professor hit the ball with the bat easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
279	Did the manager upset the boat anxiously?	 The manager upset the boat anxiously.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
280	Did the worker burst into the room sadly?	 The worker burst into the room sadly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
281	Did the professor shut the door quickly?	 The professor shut the door quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
282	Did the child cast bronze into a statue anxiously?	 The child cast bronze into a statue anxiously.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
283	Did the man bet $100 on the race quickly?	 The man bet $100 on the race quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	test
284	Did the woman bet $100 on the race calmly?	 The woman bet $100 on the race calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
285	Did the kid cast bronze into a statue calmly?	 The kid cast bronze into a statue calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
286	Did the woman bet $100 on the race slowly?	 The woman bet $100 on the race slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	test
287	Did the manager cast bronze into a statue easily?	 The manager cast bronze into a statue easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
288	Did the athlete let the blinds down anxiously?	 The athlete let the blinds down anxiously.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
289	Did the professor put the book on the shelf quickly?	 The professor put the book on the shelf quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
290	Did the boy let the blinds down happily?	 The boy let the blinds down happily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
291	Did the boy upset the boat easily?	 The boy upset the boat easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
292	Did the child put the book on the shelf calmly?	 The child put the book on the shelf calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
293	Did the doctor put the book on the shelf quickly?	 The doctor put the book on the shelf quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
294	Did the stranger thrust the fork into the cake quickly?	 The stranger thrust the fork into the cake quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
295	Did the kid spread the rumor easily?	 The kid spread the rumor easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
296	Did the worker burst into the room angrily?	 The worker burst into the room angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
297	Did the boy upset the boat slowly?	 The boy upset the boat slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
298	Did the athlete set the dish on the table quietly?	 The athlete set the dish on the table quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
299	Did the boy let the blinds down quickly?	 The boy let the blinds down quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
400	Did the manager spread the rumor after thrusting the fork into the cake?	 The manager spread the rumor after thrusting the fork into the cake.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
401	Did the dancer set the dish on the table when splitting the log?	 The dancer set the dish on the table when splitting the log.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
402	Did the student split the log after betting $100 on the race?	 The student split the log after betting $100 on the race.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
403	Did the manager set the dish on the table before hurting others?	 The manager set the dish on the table before hurting others.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
404	Did the professor slit the envelope while letting the blinds down?	 The professor slit the envelope while letting the blinds down.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
405	Did the kid upset the boat while shutting the door?	 The kid upset the boat while shutting the door.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
406	Did the professor cast bronze into a statue while setting the dish on the table?	 The professor cast bronze into a statue while setting the dish on the table.	entailment	 -	 The doctor burst into the room beofore cutting the tree.	 The doctor cut the tree.	train
