	sentence1	sentence2	label	heuristics	example1	example2	split
1043	The woman remembered putting the book on the shelf.	 The woman put the book on the shelf.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1044	The assistant remembered hitting the ball with the bat.	 The assistant hit the ball with the bat.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1045	The kid forgot shutting the door.	 The kid shut the door.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1046	The athlete regretted casting bronze into a statue.	 The athlete cast bronze into a statue.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1047	The kid remembered slitting the envelope.	 The kid slit the envelope.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1048	The stranger regretted hitting the ball with the bat.	 The stranger hit the ball with the bat.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1049	The professor forgot hitting the ball with the bat.	 The professor hit the ball with the bat.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1050	The dancer forgot putting the book on the shelf.	 The dancer put the book on the shelf.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1051	The woman remembered betting $100 on the race.	 The woman bet $100 on the race.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1052	The worker forgot upsetting the boat.	 The worker upset the boat.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1053	The kid forgot casting bronze into a statue.	 The kid cast bronze into a statue.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1054	The teacher remembered slitting the envelope.	 The teacher slit the envelope.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1055	The child remembered spreading the rumor.	 The child spread the rumor.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1056	The assistant remembered spreading the rumor.	 The assistant spread the rumor.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1057	The doctor regretted upsetting the boat.	 The doctor upset the boat.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1058	The man remembered casting bronze into a statue.	 The man cast bronze into a statue.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1059	The boy forgot putting the book on the shelf.	 The boy put the book on the shelf.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1060	The man remembered setting the dish on the table.	 The man set the dish on the table.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1061	The woman regretted hitting the ball with the bat.	 The woman hit the ball with the bat.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1062	The boy remembered putting the book on the shelf.	 The boy put the book on the shelf.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1063	The man regretted setting the dish on the table.	 The man set the dish on the table.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1064	The boy regretted reading the letter.	 The boy read the letter.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1065	The girl forgot reading the letter.	 The girl read the letter.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1066	The child forgot hurting others.	 The child hurt others.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1067	The professor regretted thrusting the fork into the cake.	 The professor thrust the fork into the cake.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1068	The student forgot shutting the door.	 The student shut the door.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1069	The singer remembered betting $100 on the race.	 The singer bet $100 on the race.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	test
1070	The stranger remembered slitting the envelope.	 The stranger slit the envelope.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	test
1071	The manager remembered spreading the rumor.	 The manager spread the rumor.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1072	The manager regretted hurting others.	 The manager hurt others.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1073	The dancer regretted betting $100 on the race.	 The dancer bet $100 on the race.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1074	The man remembered reading the letter.	 The man read the letter.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1075	The child regretted putting the book on the shelf.	 The child put the book on the shelf.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1076	The dancer regretted reading the letter.	 The dancer read the letter.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1077	The man regretted setting the dish on the table.	 The man set the dish on the table.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1078	The dancer regretted spreading the rumor.	 The dancer spread the rumor.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	test
1079	The woman remembered putting the book on the shelf.	 The woman put the book on the shelf.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1080	The athlete remembered putting the book on the shelf.	 The athlete put the book on the shelf.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1081	The woman forgot splitting the log.	 The woman split the log.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	test
1082	The teacher remembered hurting others.	 The teacher hurt others.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1083	The woman forgot splitting the log.	 The woman split the log.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1084	The child forgot letting the blinds down.	 The child let the blinds down.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1085	The athlete forgot hurting others.	 The athlete hurt others.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1086	The singer remembered putting the book on the shelf.	 The singer put the book on the shelf.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1087	The stranger forgot setting the dish on the table.	 The stranger set the dish on the table.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1088	The kid regretted setting the dish on the table.	 The kid set the dish on the table.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1089	The child remembered setting the dish on the table.	 The child set the dish on the table.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1090	The student remembered casting bronze into a statue.	 The student cast bronze into a statue.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1091	The teacher forgot betting $100 on the race.	 The teacher bet $100 on the race.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1092	The manager remembered hitting the ball with the bat.	 The manager hit the ball with the bat.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1093	The professor regretted betting $100 on the race.	 The professor bet $100 on the race.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1094	The singer remembered putting the book on the shelf.	 The singer put the book on the shelf.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1095	The child remembered letting the blinds down.	 The child let the blinds down.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1096	The student regretted betting $100 on the race.	 The student bet $100 on the race.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1097	The kid remembered betting $100 on the race.	 The kid bet $100 on the race.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1098	The dancer regretted hurting others.	 The dancer hurt others.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1099	The dancer regretted letting the blinds down.	 The dancer let the blinds down.	entailment	 -	 The doctor regretted cutting the tree.	 The doctor cut the tree.	train
1100	The assistant forgot hitting the ball with the bat.	 The assistant did not hit the ball with the bat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1101	The dancer regretted splitting the log.	 The dancer did not split the log.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1102	The kid remembered bursting into the room.	 The kid did not burst into the room.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1103	The girl regretted shutting the door.	 The girl did not shut the door.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1104	The doctor forgot shutting the door.	 The doctor did not shut the door.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1105	The doctor remembered hitting the ball with the bat.	 The doctor did not hit the ball with the bat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	test
1106	The boy regretted casting bronze into a statue.	 The boy did not cast bronze into a statue.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1107	The student regretted hitting the ball with the bat.	 The student did not hit the ball with the bat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1108	The director forgot slitting the envelope.	 The director did not slit the envelope.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1109	The woman remembered letting the blinds down.	 The woman did not let the blinds down.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1110	The child regretted casting bronze into a statue.	 The child did not cast bronze into a statue.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1111	The kid forgot setting the dish on the table.	 The kid did not set the dish on the table.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1112	The kid regretted hitting the ball with the bat.	 The kid did not hit the ball with the bat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1113	The professor remembered shutting the door.	 The professor did not shut the door.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1114	The boy regretted slitting the envelope.	 The boy did not slit the envelope.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1115	The child remembered spreading the rumor.	 The child did not spread the rumor.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1116	The assistant regretted shutting the door.	 The assistant did not shut the door.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1117	The worker forgot betting $100 on the race.	 The worker did not bet $100 on the race.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1118	The professor regretted slitting the envelope.	 The professor did not slit the envelope.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1119	The athlete forgot casting bronze into a statue.	 The athlete did not cast bronze into a statue.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1120	The man forgot shedding tears.	 The man did not shed tears.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1121	The stranger remembered letting the blinds down.	 The stranger did not let the blinds down.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1122	The teacher remembered putting the book on the shelf.	 The teacher did not put the book on the shelf.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1123	The woman remembered casting bronze into a statue.	 The woman did not cast bronze into a statue.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1124	The man regretted spreading the rumor.	 The man did not spread the rumor.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1125	The manager remembered putting the book on the shelf.	 The manager did not put the book on the shelf.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	test
1126	The man regretted betting $100 on the race.	 The man did not bet $100 on the race.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1127	The man remembered hurting others.	 The man did not hurt others.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1128	The man regretted hurting others.	 The man did not hurt others.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1129	The manager remembered hitting the ball with the bat.	 The manager did not hit the ball with the bat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1130	The singer regretted shutting the door.	 The singer did not shut the door.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1131	The singer remembered putting the book on the shelf.	 The singer did not put the book on the shelf.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1132	The athlete forgot betting $100 on the race.	 The athlete did not bet $100 on the race.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1133	The manager forgot letting the blinds down.	 The manager did not let the blinds down.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1134	The man remembered hurting others.	 The man did not hurt others.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1135	The professor regretted setting the dish on the table.	 The professor did not set the dish on the table.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1136	The athlete remembered setting the dish on the table.	 The athlete did not set the dish on the table.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1137	The doctor regretted letting the blinds down.	 The doctor did not let the blinds down.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1138	The assistant forgot spreading the rumor.	 The assistant did not spread the rumor.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1139	The child forgot reading the letter.	 The child did not read the letter.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1140	The kid regretted hitting the ball with the bat.	 The kid did not hit the ball with the bat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1141	The manager remembered letting the blinds down.	 The manager did not let the blinds down.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1142	The dancer regretted shedding tears.	 The dancer did not shed tears.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1143	The athlete remembered reading the letter.	 The athlete did not read the letter.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1144	The singer remembered thrusting the fork into the cake.	 The singer did not thrust the fork into the cake.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1145	The boy remembered setting the dish on the table.	 The boy did not set the dish on the table.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1146	The professor remembered setting the dish on the table.	 The professor did not set the dish on the table.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1147	The boy forgot setting the dish on the table.	 The boy did not set the dish on the table.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	test
1148	The boy remembered putting the book on the shelf.	 The boy did not put the book on the shelf.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1149	The man forgot bursting into the room.	 The man did not burst into the room.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1150	The manager remembered hitting the ball with the bat.	 The manager did not hit the ball with the bat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1151	The girl remembered upsetting the boat.	 The girl did not upset the boat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1152	The worker remembered betting $100 on the race.	 The worker did not bet $100 on the race.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1153	The teacher remembered bursting into the room.	 The teacher did not burst into the room.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1154	The director remembered casting bronze into a statue.	 The director did not cast bronze into a statue.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1155	The assistant remembered spreading the rumor.	 The assistant did not spread the rumor.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1156	The teacher remembered splitting the log.	 The teacher did not split the log.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1157	The director regretted upsetting the boat.	 The director did not upset the boat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1158	The doctor regretted bursting into the room.	 The doctor did not burst into the room.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1159	The girl regretted betting $100 on the race.	 The girl did not bet $100 on the race.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1160	The athlete forgot spreading the rumor.	 The athlete did not spread the rumor.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1161	The teacher regretted shedding tears.	 The teacher did not shed tears.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1162	The man forgot shutting the door.	 The man did not shut the door.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1163	The professor remembered betting $100 on the race.	 The professor did not bet $100 on the race.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1164	The director forgot letting the blinds down.	 The director did not let the blinds down.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	test
1165	The boy remembered shedding tears.	 The boy did not shed tears.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1166	The doctor forgot hitting the ball with the bat.	 The doctor did not hit the ball with the bat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1167	The singer regretted hitting the ball with the bat.	 The singer did not hit the ball with the bat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1168	The manager forgot letting the blinds down.	 The manager did not let the blinds down.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1169	The athlete regretted hurting others.	 The athlete did not hurt others.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1170	The girl forgot putting the book on the shelf.	 The girl did not put the book on the shelf.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1171	The teacher remembered thrusting the fork into the cake.	 The teacher did not thrust the fork into the cake.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1172	The kid regretted hitting the ball with the bat.	 The kid did not hit the ball with the bat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1173	The professor remembered reading the letter.	 The professor did not read the letter.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1174	The stranger regretted bursting into the room.	 The stranger did not burst into the room.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1175	The dancer remembered thrusting the fork into the cake.	 The dancer did not thrust the fork into the cake.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1176	The kid forgot slitting the envelope.	 The kid did not slit the envelope.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1177	The teacher regretted slitting the envelope.	 The teacher did not slit the envelope.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1178	The manager remembered slitting the envelope.	 The manager did not slit the envelope.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1179	The dancer forgot slitting the envelope.	 The dancer did not slit the envelope.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1180	The singer forgot reading the letter.	 The singer did not read the letter.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1181	The doctor regretted hurting others.	 The doctor did not hurt others.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1182	The woman regretted splitting the log.	 The woman did not split the log.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1183	The kid regretted thrusting the fork into the cake.	 The kid did not thrust the fork into the cake.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1184	The doctor remembered spreading the rumor.	 The doctor did not spread the rumor.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1185	The professor remembered letting the blinds down.	 The professor did not let the blinds down.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1186	The child remembered putting the book on the shelf.	 The child did not put the book on the shelf.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1187	The professor remembered thrusting the fork into the cake.	 The professor did not thrust the fork into the cake.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1188	The dancer forgot letting the blinds down.	 The dancer did not let the blinds down.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1189	The professor remembered letting the blinds down.	 The professor did not let the blinds down.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1190	The assistant remembered bursting into the room.	 The assistant did not burst into the room.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1191	The doctor forgot putting the book on the shelf.	 The doctor did not put the book on the shelf.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1192	The athlete forgot shedding tears.	 The athlete did not shed tears.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	test
1193	The child regretted putting the book on the shelf.	 The child did not put the book on the shelf.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1194	The teacher regretted upsetting the boat.	 The teacher did not upset the boat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1195	The dancer forgot hitting the ball with the bat.	 The dancer did not hit the ball with the bat.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1196	The boy forgot shutting the door.	 The boy did not shut the door.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1197	The teacher regretted bursting into the room.	 The teacher did not burst into the room.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
1198	The stranger regretted shedding tears.	 The stranger did not shed tears.	contradiction	 -	 The doctor regretted cutting the tree.	 The doctor did not cut the tree	train
