	sentence1	sentence2	label	heuristics	example1	example2	split
18	Did the professor let the blinds down again?	 The professor let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
19	Did the professor read the letter again?	 The professor read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
20	Did the dancer read the letter again?	 The dancer read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
21	Did the girl read the letter again?	 The girl read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
22	Did the professor put the book on the shelf again?	 The professor put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
23	Did the dancer put the book on the shelf again?	 The dancer put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
24	Did the woman thrust the fork into the cake again?	 The woman thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
25	Did the manager read the letter again?	 The manager read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
26	Did the man upset the boat again?	 The man upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
27	Did the manager hurt others again?	 The manager hurt others again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
28	Did the worker put the book on the shelf again?	 The worker put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
29	Did the singer burst into the room again?	 The singer burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
30	Did the singer upset the boat again?	 The singer upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
31	Did the worker hit the ball with the bat again?	 The worker hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
32	Did the athlete thrust the fork into the cake again?	 The athlete thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
33	Did the professor slit the envelope again?	 The professor slit the envelope again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
34	Did the kid upset the boat again?	 The kid upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	test
35	Did the teacher thrust the fork into the cake again?	 The teacher thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
36	Did the girl spread the rumor again?	 The girl spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
37	Did the doctor bet $100 on the race again?	 The doctor bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
38	Did the manager hit the ball with the bat again?	 The manager hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
39	Did the dancer let the blinds down again?	 The dancer let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
40	Did the professor shut the door again?	 The professor shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
41	Did the worker burst into the room again?	 The worker burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
42	Did the director shed tears again?	 The director shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	test
43	Did the teacher set the dish on the table again?	 The teacher set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
44	Did the stranger split the log again?	 The stranger split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
45	Did the director spread the rumor again?	 The director spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
46	Did the doctor let the blinds down again?	 The doctor let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
47	Did the athlete split the log again?	 The athlete split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
48	Did the worker bet $100 on the race again?	 The worker bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
49	Did the athlete set the dish on the table again?	 The athlete set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
50	Did the singer let the blinds down again?	 The singer let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
51	Did the child read the letter again?	 The child read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
52	Did the kid bet $100 on the race again?	 The kid bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
53	Did the manager spread the rumor again?	 The manager spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
54	Did the manager shut the door again?	 The manager shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
55	Did the professor bet $100 on the race again?	 The professor bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
56	Did the teacher spread the rumor again?	 The teacher spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
57	Did the athlete hurt others again?	 The athlete hurt others again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
58	Did the girl hit the ball with the bat again?	 The girl hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
59	Did the boy bet $100 on the race again?	 The boy bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
60	Did the worker spread the rumor again?	 The worker spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
61	Did the kid spread the rumor again?	 The kid spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
62	Did the worker put the book on the shelf again?	 The worker put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
63	Did the assistant shed tears again?	 The assistant shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
64	Did the student spread the rumor again?	 The student spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
65	Did the professor shut the door again?	 The professor shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
66	Did the kid bet $100 on the race again?	 The kid bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
67	Did the woman put the book on the shelf again?	 The woman put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
68	Did the stranger spread the rumor again?	 The stranger spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
69	Did the child put the book on the shelf again?	 The child put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
70	Did the dancer spread the rumor again?	 The dancer spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
71	Did the professor split the log again?	 The professor split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
72	Did the boy shed tears again?	 The boy shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
73	Did the doctor cast bronze into a statue again?	 The doctor cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
74	Did the kid split the log again?	 The kid split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
75	Did the teacher shut the door again?	 The teacher shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
76	Did the kid shed tears again?	 The kid shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
77	Did the manager let the blinds down again?	 The manager let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
78	Did the athlete cast bronze into a statue again?	 The athlete cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
79	Did the assistant cast bronze into a statue again?	 The assistant cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
80	Did the worker put the book on the shelf again?	 The worker put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
81	Did the dancer shut the door again?	 The dancer shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
82	Did the boy shut the door again?	 The boy shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
83	Did the kid thrust the fork into the cake again?	 The kid thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
84	Did the teacher upset the boat again?	 The teacher upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
85	Did the worker hit the ball with the bat again?	 The worker hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
86	Did the director let the blinds down again?	 The director let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	test
87	Did the dancer hit the ball with the bat again?	 The dancer hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
88	Did the doctor shed tears again?	 The doctor shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	test
89	Did the kid hurt others again?	 The kid hurt others again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
90	Did the worker put the book on the shelf again?	 The worker put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
91	Did the kid set the dish on the table again?	 The kid set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
92	Did the doctor let the blinds down again?	 The doctor let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
93	Did the assistant let the blinds down again?	 The assistant let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
94	Did the worker thrust the fork into the cake again?	 The worker thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
95	Did the kid split the log again?	 The kid split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
96	Did the teacher let the blinds down again?	 The teacher let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
97	Did the student upset the boat again?	 The student upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
98	Did the manager thrust the fork into the cake again?	 The manager thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
99	Did the director set the dish on the table again?	 The director set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor cut the tree.	train
100	Did the stranger burst into the room again?	 The stranger did not burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
101	Did the girl thrust the fork into the cake again?	 The girl did not thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
102	Did the student shed tears again?	 The student did not shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
103	Did the director let the blinds down again?	 The director did not let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
104	Did the woman thrust the fork into the cake again?	 The woman did not thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
105	Did the assistant burst into the room again?	 The assistant did not burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
106	Did the professor shut the door again?	 The professor did not shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
107	Did the dancer spread the rumor again?	 The dancer did not spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
108	Did the athlete shed tears again?	 The athlete did not shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
109	Did the teacher set the dish on the table again?	 The teacher did not set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
110	Did the woman shed tears again?	 The woman did not shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
111	Did the athlete cast bronze into a statue again?	 The athlete did not cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
112	Did the worker burst into the room again?	 The worker did not burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
113	Did the boy spread the rumor again?	 The boy did not spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
114	Did the dancer upset the boat again?	 The dancer did not upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
115	Did the boy split the log again?	 The boy did not split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
116	Did the stranger set the dish on the table again?	 The stranger did not set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
117	Did the dancer bet $100 on the race again?	 The dancer did not bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
118	Did the dancer hurt others again?	 The dancer did not hurt others again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
119	Did the kid slit the envelope again?	 The kid did not slit the envelope again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
120	Did the child split the log again?	 The child did not split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
121	Did the director split the log again?	 The director did not split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
122	Did the woman read the letter again?	 The woman did not read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
123	Did the singer set the dish on the table again?	 The singer did not set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
124	Did the athlete set the dish on the table again?	 The athlete did not set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
125	Did the dancer hurt others again?	 The dancer did not hurt others again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
126	Did the director let the blinds down again?	 The director did not let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
127	Did the student shut the door again?	 The student did not shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
128	Did the girl shut the door again?	 The girl did not shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
129	Did the worker cast bronze into a statue again?	 The worker did not cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
130	Did the assistant hurt others again?	 The assistant did not hurt others again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
131	Did the girl hit the ball with the bat again?	 The girl did not hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
132	Did the girl shut the door again?	 The girl did not shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
133	Did the dancer shut the door again?	 The dancer did not shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
134	Did the professor let the blinds down again?	 The professor did not let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
135	Did the director cast bronze into a statue again?	 The director did not cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
136	Did the athlete upset the boat again?	 The athlete did not upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
137	Did the professor put the book on the shelf again?	 The professor did not put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
138	Did the kid upset the boat again?	 The kid did not upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	test
139	Did the manager cast bronze into a statue again?	 The manager did not cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
140	Did the man thrust the fork into the cake again?	 The man did not thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
141	Did the assistant slit the envelope again?	 The assistant did not slit the envelope again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
142	Did the dancer shut the door again?	 The dancer did not shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
143	Did the worker read the letter again?	 The worker did not read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
144	Did the girl burst into the room again?	 The girl did not burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
145	Did the singer split the log again?	 The singer did not split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
146	Did the girl set the dish on the table again?	 The girl did not set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
147	Did the boy burst into the room again?	 The boy did not burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
148	Did the professor cast bronze into a statue again?	 The professor did not cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
149	Did the professor read the letter again?	 The professor did not read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
150	Did the singer bet $100 on the race again?	 The singer did not bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
151	Did the professor shed tears again?	 The professor did not shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
152	Did the kid slit the envelope again?	 The kid did not slit the envelope again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
153	Did the director upset the boat again?	 The director did not upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
154	Did the stranger burst into the room again?	 The stranger did not burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
155	Did the teacher put the book on the shelf again?	 The teacher did not put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	test
156	Did the doctor burst into the room again?	 The doctor did not burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
157	Did the doctor set the dish on the table again?	 The doctor did not set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
158	Did the boy burst into the room again?	 The boy did not burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
159	Did the athlete set the dish on the table again?	 The athlete did not set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
160	Did the kid thrust the fork into the cake again?	 The kid did not thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
161	Did the singer cast bronze into a statue again?	 The singer did not cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	test
162	Did the student let the blinds down again?	 The student did not let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
163	Did the boy spread the rumor again?	 The boy did not spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
164	Did the woman upset the boat again?	 The woman did not upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
165	Did the teacher upset the boat again?	 The teacher did not upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
166	Did the boy set the dish on the table again?	 The boy did not set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
167	Did the man read the letter again?	 The man did not read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
168	Did the director bet $100 on the race again?	 The director did not bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
169	Did the child let the blinds down again?	 The child did not let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
170	Did the professor burst into the room again?	 The professor did not burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
171	Did the man thrust the fork into the cake again?	 The man did not thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
172	Did the manager cast bronze into a statue again?	 The manager did not cast bronze into a statue again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
173	Did the child hit the ball with the bat again?	 The child did not hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
174	Did the teacher burst into the room again?	 The teacher did not burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
175	Did the singer read the letter again?	 The singer did not read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
176	Did the athlete slit the envelope again?	 The athlete did not slit the envelope again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
177	Did the worker bet $100 on the race again?	 The worker did not bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
178	Did the boy shut the door again?	 The boy did not shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
179	Did the boy upset the boat again?	 The boy did not upset the boat again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
180	Did the dancer read the letter again?	 The dancer did not read the letter again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
181	Did the professor burst into the room again?	 The professor did not burst into the room again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
182	Did the dancer shut the door again?	 The dancer did not shut the door again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
183	Did the doctor thrust the fork into the cake again?	 The doctor did not thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
184	Did the stranger spread the rumor again?	 The stranger did not spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
185	Did the athlete shed tears again?	 The athlete did not shed tears again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
186	Did the student hurt others again?	 The student did not hurt others again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
187	Did the kid bet $100 on the race again?	 The kid did not bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
188	Did the doctor hit the ball with the bat again?	 The doctor did not hit the ball with the bat again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
189	Did the teacher split the log again?	 The teacher did not split the log again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
190	Did the stranger hurt others again?	 The stranger did not hurt others again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
191	Did the manager thrust the fork into the cake again?	 The manager did not thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	test
192	Did the man thrust the fork into the cake again?	 The man did not thrust the fork into the cake again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
193	Did the kid slit the envelope again?	 The kid did not slit the envelope again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
194	Did the dancer bet $100 on the race again?	 The dancer did not bet $100 on the race again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
195	Did the girl let the blinds down again?	 The girl did not let the blinds down again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	test
196	Did the doctor put the book on the shelf again?	 The doctor did not put the book on the shelf again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
197	Did the boy set the dish on the table again?	 The boy did not set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
198	Did the doctor spread the rumor again?	 The doctor did not spread the rumor again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
199	Did the man set the dish on the table again?	 The man did not set the dish on the table again.	entailment	 -	 The doctor cut the tree again.	 The doctor did not cut the tree	train
200	Did the doctor upset the boat calmly?	 The doctor upset the boat calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
201	Did the worker read the letter quickly?	 The worker read the letter quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
202	Did the girl shed tears happily?	 The girl shed tears happily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
203	Did the manager spread the rumor angrily?	 The manager spread the rumor angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
204	Did the girl let the blinds down easily?	 The girl let the blinds down easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
205	Did the singer cast bronze into a statue angrily?	 The singer cast bronze into a statue angrily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
206	Did the professor shed tears quietly?	 The professor shed tears quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
207	Did the stranger bet $100 on the race easily?	 The stranger bet $100 on the race easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
208	Did the man put the book on the shelf slowly?	 The man put the book on the shelf slowly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
209	Did the director put the book on the shelf calmly?	 The director put the book on the shelf calmly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
210	Did the girl bet $100 on the race quietly?	 The girl bet $100 on the race quietly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
211	Did the director split the log easily?	 The director split the log easily.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
212	Did the worker thrust the fork into the cake quickly?	 The worker thrust the fork into the cake quickly.	entailment	 -	 The doctor cut the tree slowly.	 The doctor cut the tree.	train
